,Date / Time,City,State,Shape,Duration,Summary,Posted
,7/7/18 00:00,Covington,KY,Rectangle,8 minutes,"We were outside on our deck when 2, large, bright orange objects appeared coming from the north heading west. ((anonymous report))",7/13/18
,7/6/18 23:45,Boggstown,IN,Light,20-30 seconds,"Red light, undulated then faded.",7/13/18
,7/6/18 23:00,Lindenhurst,NY,Other,~3 minutes in sightl,"We saw a bright, orange object travelling across the sky, silent, almost as if on fire but was not..just extremely bright yellowish/ora",7/13/18
,7/6/18 23:00,Ogalala,NE,Light,~5 minutes,Two lights seeming moving in submarine like motion.,7/13/18
,7/6/18 22:00,Spencerport,NY,Sphere,10 minutes,"Orange sphere flying in an ""S"" pattern in Western NY.",7/13/18
,7/6/18 19:00,Saint Louis,MO,Triangle,20 minutes,"2 objs flying dark black colored with red or off yellow white lights on for few sec., disappeared then appeared. ((anonymous report))",7/13/18
,7/6/18 14:50,Columbus,OH,Rectangle,10 Seconds,"A rectangular flying object was seen in downtown Columbus, Ohio. The object had an immense glare/light coming from it in broad daylight",7/13/18
,7/6/18 11:41,Newington,CT,,,MADAR Node 106,7/19/18
,7/6/18 11:30,richmondville,NY,Other,4 minutes,"Traveling west on highway 88 near richmondville, ny friday morning 7/6/18 saw a semi truck with trooper and military escort traveling e",7/13/18
,7/6/18 06:55,Mt. Vernon,IN,,,MADAR Node 119,7/19/18
,7/6/18 03:00,Chestertown,NY,Circle,1 hour,Object changed colors from white to yellow to orange and shape shifted.,7/13/18
,7/6/18 03:00,Sandy springs,GA,Sphere,1 hour until I fell aslee,I was out side on back patio having a smoke when I herd this ungodly noise sounded like an animal but also electrical as well like a el,7/13/18
,7/6/18 02:30,Seneca,SC,Sphere,5 minutes,"Bright Orange, Low, & Unusual Orb. Picture Has Spere Shape Black Outline with Jet-like Tail within Orb.",7/13/18
,7/6/18 01:22,Holden,MA,,,MADAR Node 9,7/19/18
,7/6/18 01:15,Eagleswood Twp,NJ,Cigar,30 seconds,"Blocky cigar shaped craft with bright green light in front, rectangular chunk missing from middle, and tail fins crosses parkway twice.",7/13/18
,7/6/18 01:00,Grayling,MI,Circle,never left,"Over Marrow Lake in Houghton Lake, fishing at 1 am when we looked up at the stars and witnessed an orange bright light in the sky at tr",7/13/18
,7/6/18 00:10,Hibbing,MN,Circle,10 minutes,We saw a large single amber light moving north to south for approximately 7-8 minutes when the light flickered and went out for less th,7/13/18
,7/5/18 23:20,Batavia,OH,Unknown,6-7 minutes,I was sitting at the dining room table and heard three small knocks at the corner of my house. My 3 dogs started barking and I looked u,7/13/18
,7/5/18 22:45,Rochester,WA,Light,15 minutes,Orb of yellowish light that turned blueish green. Disappeared and reappeared 3 times in night sky. ((anonymous report)),7/13/18
,7/5/18 22:30,Grovetown,GA,Fireball,3-5 minutes,"On the Night of July 5th, 2018 at approx 10:30 PM, I was returning Home and getting out of my Vehicle when I noticed 2 large, fire red",7/13/18
,7/5/18 22:15,Silverdale,WA,Circle,12 minutes,Circling lights of multiple colors that turned into a solid color of orange then white.,7/13/18
,7/5/18 22:00,Simpsonville,SC,Fireball,30 seconds,"Orangish, reddish, roundish, never seen before craft flying horizontally very quickly in air space that planes would use. Lights were",7/13/18
,7/5/18 22:00,Marin County,CA,Sphere,2 hours,Multiple bright gold yellow orange lights seen in groups at treetop level. Slow moving and stationary lights seen in groups of up to 5,7/13/18
,7/5/18 21:25,Floristen,CA,Light,2 minutes,Bright light flighing from south east out of reno toward truckee and Sierraville direction. At 9:25pm.,7/13/18
,7/5/18 21:05,New Minas (Canada),NS,Cigar,20 seconds,"I saw a cigar shaped craft silver in color 3,00 feet high for 10-15 sec it made no sound or trail. ((anonymous report))",7/13/18
,7/5/18 21:00,Seaside,OR,Circle,5 minutes,UFO leaves Earth through black hole portal.,11/24/18
,7/5/18 18:55,Hiawassee,GA,Changing,10 minutes,"Dark object or Aircraft that has the ability to change or ""shift-shape.""",7/13/18
,7/5/18 18:45,Baton Rouge,LA,Disk,5 minutes,"Outside got dark, I went out to roll up windows when I saw up in the clouds a round silver shinny saucer with a tall dome in the clouds",9/13/18
,7/5/18 16:15,Spokane Valley,WA,Circle,20 seconds,At approximately 4:15 I was driving north in Spokane Valley. I was at a stop light getting ready to enter I-90 heading west. I saw tw,7/13/18
,7/5/18 16:00,Mars Hill,NC,Cigar,2 minutes,"I and friend saw cigar silver craft going S to N about 1/2 mile to a mile up traveling approx, 250 to 300 mph seen for 35",8/10/18
,7/5/18 04:12,Pittsboro,NC,Light,10 minutes,Very bright light covering my bathroom skylight.,8/10/18
,7/5/18 03:00,Columbus,GA,Light,~1 hour,Very bright and flashing light right near the airport 3 times now. ((NUFORC Note: Possible sighting of Mars? PD)),7/5/18
,7/5/18 01:30,Mandan,ND,Fireball,1 minutes,"A small craft flew 20 ft above us it looked like a fireball, it stopped by us then shot off South leaving a tail.",7/13/18
,7/5/18 00:00,Englewood,CO,Unknown,3 minutes,We saw a red light it was around it you couldn't make out what shape no sound wen the fire works started all around the house we went u,7/13/18
,7/4/18 22:36,Cherry Grove,SC,Circle,20 seconds,We saw a fast moving object after fireworks and I told my sister to take a picture. The picture is a circle of what looks like lava w,7/5/18
,7/4/18 22:30,middletown,NJ,Rectangle,2 minutes,"Rectangular craft with white, red, and green lights.",7/13/18
,7/4/18 22:30,Chicago,IL,Light,30 minutes,Red light seen over Lake Michigan from Chicago over Sears Tower. 30-40 minute. Color changes.,7/13/18
,7/4/18 22:30,Elizabethtown,KY,Triangle,4 minutes,"I am a retired member of the U.S. military. I am very familiar with rotary and fixed wing aircraft, what we observed was neither. I was",7/5/18
,7/4/18 22:10,Redmond,WA,Light,30,"Light above Redmond, WA, moving rapidy making infinity sign.",7/5/18
,7/4/18 22:02,Sarasota,FL,Formation,5 minutes,"The 3 craft hovered over Sarasota Bay, no sound , round lights could not make out any other shape They then took off very fast to the W",8/10/18
,7/4/18 22:00,Buffalo,NY,Disk,8 minutes and 44 seconds,UFO hoovering over watching fireworks then takes off.,7/5/18
,7/4/18 22:00,Wolfeboro,NH,Circle,30 minutes,Fireworks UFO.,7/13/18
,7/4/18 22:00,Greenville,SC,Unknown,3-5 minutes,Witnessed a small point of light in the sky NE of a really bright star or planet that did not move like an a/c. ((anonymous report)),7/5/18
,7/4/18 22:00,Lexinton,KY,Formation,30 minutes,"Several ""star objects"" in groups of 6--1 at approximately 8 minute intervals . No sound. No navigation.",7/5/18
,7/4/18 22:00,Valley Center,KS,Light,45 minutes,Stationary Red Light That Eventually Moved.,7/13/18
,7/4/18 22:00,Louisville,KY,Diamond,<5 minutes,"Four white very small lights (stars?) moving in sync across sky making a diamond shape on July 4th, 2018, 10pm ((anonymous report))",7/13/18
,7/4/18 22:00,Manchester,NH,Formation,2 minutes,Triangle formation.,7/5/18
,7/4/18 22:00,Chicago,IL,Sphere,1 minute,"Three UFO'S slowly and silently floating over my house in Chicago. Two bright red, one white 07/04/2018.",7/5/18
,7/4/18 22:00,Barbourville,KY,Light,3 minutes,"During the fireworks display, I saw two lights. One green, and one red.",7/5/18
,7/4/18 22:00,Holiday,FL,Sphere,2 minutes,"Reddish orange orb sighted moving east to west over Pasco County, Florida.",7/5/18
,7/4/18 21:40,Hastings,MN,Sphere,3 minutes,Black half sphere with wagon wheel shaped light pattern visible when directly over head. ((anonymous report)),7/13/18
,7/4/18 21:40,Pembroke Pines,FL,Light,5 minutes,Fast and bright red/green light. ((anonymous report)),7/19/18
,7/4/18 21:40,Wilmington,NC,Fireball,20,"Fireballs over Wilmington, NC. nc.",8/17/18
,7/4/18 21:33,Pasadena,TX,Other,2 minutes,Moving Star (white dot) vanished with orange flash. ((anonymous report)),7/5/18
,7/4/18 21:30,Philadelphia,PA,Other,2 hours,"Everyone was on a big hill, with not a lot of trees, so we could see the sky pretty clearly.",7/5/18
,7/4/18 21:30,Dewey Beach,DE,Sphere,1 hour,07/04/18 at approx. 9:30 when the first annual Dewey Beach fireworks show started. Most people watching the fireworks on the Dewey/Reh,7/13/18
,7/4/18 21:15,Sarasota,FL,Disk,10-15 seconds,Caught on video,7/13/18
,7/4/18 21:15,Tulsa,OK,Light,40 minutes,Floating bright object.,7/5/18
,7/4/18 21:07,Stuart,FL,Sphere,2 minutes,"Red glowing shere in Stuart, FL 4th of July 9:07PM.",7/13/18
,7/4/18 21:00,New Britain,CT,Circle,3 hours,Me and my daughter was watching from are balcony the fireworks and we start see some movement out to be a regular circular shape moving,2/14/19
,7/4/18 21:00,Beavercreek,OH,Oval,1 hour,Just debunking the red DRONE that was seen on the forth of july. It was a drone with red lights taking video. ((anonymous report)),7/13/18
,7/4/18 21:00,Sarasota,FL,Disk,15 seconds,We got video and a still pic of them,7/13/18
,7/4/18 21:00,Riverside,CA,Triangle,30-45 minutes,Loud booms n weird tangle.,7/5/18
,7/4/18 21:00,Alexandria,VA,Light,2 minutes,Strange orange ball moving above fireworks and planes. ((Witness provides no contact information.)),7/5/18
,7/4/18 21:00,Winchester,VA,Light,15 minutes,The U.S. isn’t prepared for the growing threat of drones - Washington Post 7-5-18.,7/5/18
,7/4/18 21:00,Winchester,VA,Light,15 minutes,"3 orange lights high in night sky East direction of Winchester, VA, 7-4-18.",7/5/18
,7/4/18 21:00,Warner Robins,GA,Light,15 minutes,Two lights following in the same SW trajectory.,7/5/18
,7/4/18 21:00,Hilton Head Island,SC,Light,30 minutes,A white floating object that then turned orange and kept moving in a small area.,8/10/18
,7/4/18 20:45,Isle of Palms,SC,Disk,3-5 minutes,Black disk occasionally flipping completely over as it moved across sky,7/13/18
,7/4/18 20:35,Waveland,MS,Fireball,10:00,4th of July Red Orbs on Mississippi Gulf Coast,7/5/18
,7/4/18 14:00,Olive Hill,KY,Sphere,12 min.,Black sphere shaped object that did not navigate.( stayed still).,7/13/18
,7/4/18 02:00,Conway,SC,Circle,2 hours,"I and my BF saw a light in the sky. It was hovering and wobbling for ~1 hour, it was very bright. ((anonymous report))",7/5/18
,7/3/18 22:59,Burbank/Glendale,CA,Circle,>10 minutes,Last week we saw this similar object. One round glowing yellow orb. ((NUFORC Note: Possible sighting of a planet?? PD)),7/5/18
,7/3/18 22:40,Beavercreek,OH,Light,4 minute,"Totally red light, not blinking with a slight Buzz like a drone. Very high altitude changing direction sporadically.",7/5/18
,7/3/18 22:05,Citrus Heights,CA,Circle,15 seconds,Large orange ball of light flys over Citrus Heights at rapid speed.,7/5/18
,7/3/18 22:00,Scottsdale,AZ,Light,1.45 hours,"2 blue lights in the Sky East of Phoenix July 3, 2018. ((anonymous report))",7/5/18
,7/3/18 22:00,Stratford,CT,Sphere,15 minutes,Reddish ball of steady light passing overhead.,7/5/18
,7/3/18 22:00,Auburn,WA,Light,several hours,"Lights in the western sky over Auburn, WA, night after night, not normal aircraft.",7/5/18
,7/3/18 01:00,Ponte Vedra Beach,FL,Sphere,>20 minutes,Orange ball of light not moving for more than 20 minutes. ((NUFORC Note: Possibly a sighting of a planet? Mars? PD)),7/5/18
,7/2/18 23:30,Erie,PA,Light,several minutes,First thought it was a Lifestar medivac helicopter taking off from Saint Vincent Hospital which is nearby. ((MUFON Report)),7/19/18
,7/2/18 20:30,Clinton,MO,Formation,2-3 minutes,"4 bright orbs hovering horiz. then 4 more appear vert. Remaining for 2 min. disappeared, then 4 more appear. ((anonymous report))",7/5/18
,7/2/18 10:00,Deptford,NJ,Unknown,30 seconds,Magnificent ultra bright light/shape seen shining 10am in the sky north and to the east of downtown Philadelphia.,7/5/18
,7/2/18 08:00,Bennett Springs,MO,Cigar,30 seconds,"Bright silver cigar shaped object moving across the sky from W to E Approx. 15 minutes later, 4 stealth bombers flew by.",7/5/18
,7/2/18 05:36,Millerton,PA,,,MADAR Node 104.,7/13/18
,7/2/18 04:30,Greenwood,DE,Light,1 minute,Pulsing orb of light flying just over cornfield.,7/5/18
,7/2/18 02:40,Bethlehem,PA,Disk,??,"Saw huge object from afar taking up whole road, got closer and recognized saucer shape. ((MUFON report))",7/13/18
,7/2/18 00:50,Ankeny,IA,Egg,20 minutes,Sitting at a red light at ordnance and hwy 69 and noticed a light in the sky. Car next to me also seen it and we all got out of the ca,7/5/18
,7/2/18 00:00,Englewood,CO,Unknown,2 minutes,I see stuff all the time. like most of the time it was so far out at firt it looked like it was flying out in the stars then it came in,7/13/18
,7/1/18 23:20,Roseville,MN,Unknown,4 minutes,"I saw a large, reddish orange ball of fire, moving at the speed of a helicopter.",7/5/18
,7/1/18 23:00,Englewood,CO,Triangle,2 years,For sevral years now i sitt out side late at night to smoak be fore i go to sleep and their will be a big ship triangle shape but the e,7/13/18
,7/1/18 22:57,Hilton Head island,SC,Unknown,10 minutes,Orange star like object moving in sky fading out and re appearing. ((anonymous report)),7/13/18
,7/1/18 22:00,Welland (Canada),ON,Disk,3.5 hours,Halo whitish yellow disc that hovers and can change it's colour from green to red in reaction/response.,7/5/18
,7/1/18 21:55,Colorado Springs,CO,Light,4 minutes,Bright orange glow moving from southeast to north west. No sound. Not very high. ((anonymous report)),7/5/18
,7/1/18 21:35,Colorado Springs,CO,Light,~2 minutes,"Bright lights dancing and erratic in night sky, moving quickly, and in a group.",7/5/18
,7/1/18 21:00,Blaine,TN,Rectangle,On going,Red lights forming stationary rectangular shape.,7/5/18
,7/1/18 19:00,North Hollywood,CA,Triangle,15-20 minutes,Silver toroidal craft accompanied by rotating triangular craft.,7/5/18
,7/1/18 18:15,Elkhorn Blvd,CA,Disk,18:30,I was on my way to work when I saw clouds that looked like god's thumb. I took pictures thinking it was a sign of good luck and noticed,7/5/18
,7/1/18 17:27,Medina,OH,Cylinder,10 seconds,Cylinder object rotating through sky with 2 lights on each flat end.,7/5/18
,7/1/18 16:00,Montgomery,IL,Unknown,20 seconds,I was standing in front of my yard playing with my kids. In the distance I noticed a red light in the sky. It was still day time the li,1/4/19
,6/30/18 23:27,Detroit,MI,Fireball,20 seconds,A large orange fireball and I could see inside of ball a metallic ship with a wingspan pointing upward.,8/10/18
,6/30/18 23:00,South Ogden,UT,Circle,1 minute,"Circle light that looked like plane was flying at very high altitude and stopped in midair, waiting for another light. Both met, vanish",7/5/18
,6/30/18 23:00,Port Allegany,PA,Circle,5 minutes,oBJECT DID NOT MATH WIND CURRENT STRANGE BEHAVIOR. wAS LEAVING OUR PERIMETER VERY BRIGHT FADED AS IT DRIFTED OR SPED AWAY. i ALMOST WAS,7/5/18
,6/30/18 22:05,Newbury Park,CA,Light,45 minutes,"Five colored orbs seen over Newbury Park, CA.",7/5/18
,6/30/18 22:00,Pawcatuck,CT,Light,2 minutes,"Myself and my witness were on the deck around 23:00 hours.Out of the West we seen a bright light come accross the sky,then burn out.Sho",7/5/18
,6/30/18 22:00,Louisville,OH,Light,5 minutes,went outside to smoke and seen them they faded very quickly not sure how they were there. ((anonymous report)),7/5/18
,6/30/18 20:35,,IL,Unknown,5 minutes,"Alien appeared on rhe back of a semi, we have pictures! ((NUFORC Note: Reflection of head lights off the rear door of a truck. PD))",7/5/18
,6/30/18 16:14,Central Point,OR,Circle,5 minutes,"UFO sighting in Central Point, Oregon.",7/5/18
,6/30/18 15:03,Sedona,AZ,,,Cloaked Saucer,8/31/18
,6/30/18 14:00,Bristol,CT,Other,30 minutes,"Two kidney bean shaped objects witnessed by 4 in Bristol, CT.",7/5/18
,6/30/18 13:00,Henderson,NV,Other,,Jellyfish shaped objects that are holographic disappear out of thin air.,7/13/18
