,Date / Time,City,State,Shape,Duration,Summary,Posted
,1/9/19 03:18,Piedmont,SC,Other,10 mins,Strange items in the air.,1/11/19
,1/9/19 01:40,Kiln,MS,Oval,20 minutes,Strange object sitting in sky. ((anonymous report)),1/11/19
,1/9/19 00:20,Lindale,TX,Formation,5 minutes,Seen a formation type of lights. Was there then disappeared after a few minutes.,1/17/19
,1/8/19 23:20,Summerfield,NC,Triangle,30 minutes,"Triangular object with multicolored lights, very slow and low to the ground, circling area.",1/11/19
,1/8/19 22:42,Covina,CA,Light,10 minutes,"One object observed flying from about the horizon higher into the sky, towards the left, something dropped off of it and it disappeared",2/22/19
,1/8/19 22:18,Ho Ho Kus,NJ,Triangle,>1 second,While driving N on Rt. 17 my s/o and I saw a triangular craft cross our path about 100' off of the ground. ((anonymous report)),1/11/19
,1/8/19 22:00,Dateland,AZ,Light,30 minutes,Two orange bright lighted crafts traveled East along the US border disappearing and reappearing. ((anonymous report)),1/17/19
,1/8/19 21:30,Mazatlan (Mexico),,Circle,1 minute,We were sitting at the beach and looked up to see a ufo flying over us. It was circular and had two smaller circular ones that kept cha,4/8/19
,1/8/19 20:43,Cambridge City,IN,Triangle,7 minutes,Triangle headed N over Cambridge City.,1/11/19
,1/8/19 20:05,Maricopa,AZ,Unknown,3-5 minutes,"motionless, bright orange lights in the sky that faded out",1/11/19
,1/8/19 20:00,Memphis,TN,Unknown,Probably around 10 second,"5-6 yellowish lights moving slowly, yet not audible",1/11/19
,1/8/19 19:19,Port Charlotte,FL,Light,5 minutes,"Flashing white light, going kne way and then another very fast and erratically almos seen orange balls 01/04/19- missing time 2 adults",1/11/19
,1/8/19 18:48,Colorado Springs,CO,Light,"Unknown, but witnessed fo","It was fully dark and as I was sitting in my car in my work parking lot, I saw two lights high in the sky hovering above Colorado Sprin",1/17/19
,1/8/19 18:45,Bosque Farma,NM,Rectangle,20 minutes,"It looked to be two objects following each other, but it was one air craft the lights. ((anonymous report))",1/11/19
,1/8/19 18:17,Rochester,NY,Circle,5 seconds,Large bright light stationery..got larger then brighter..then slowly disappeared whilst not moving at all,1/11/19
,1/8/19 15:10,Newton,IA,Cylinder,4 minutes,"Going eastbound on 4th ave after picking my son up a silver glowing object. It looked like a bright star in daylight, but noticed it qa",1/11/19
,1/8/19 08:00,Midland,TX,,1 hour,Add to previous report.My husband ((name delet noticed two orgnage beans in the sky just over the midland memorial hospital. Then about,1/11/19
,1/8/19 08:00,Midland,TX,,20 minutes,Numerous beams of orange pulsing lights in the sky over Midland circling the town.,1/11/19
,1/8/19 07:40,Imperial Beach,CA,Triangle,1 minute,We saw a triangle shaped object. Looked to be mirrored on one to two sides. As it rotated it appeared to change color to white. It look,1/11/19
,1/8/19 06:35,Yorktown,VA,Light,5 seconds,"Bright Light with something beneath it, moving briskly south-south-east, absolutely silent,",1/11/19
,1/8/19 06:15,Longs,SC,Flash,10 seconds,Bright object seen in northern sky of North Myrtle Beach SC,1/11/19
,1/8/19 04:23,Queen Creek,AZ,Diamond,15-20 minutes,"Backyard faces the San Tan Mountains, my dogs woke me up which they never do that early and they really wanted to go outside. I went ou",1/11/19
,1/8/19 03:00,Fontenelle,WY,Sphere,4 hours,I watched and took pitchers of several bright white fireball looking craft moving back and fourth a distance of 15 miles and hovering.,1/11/19
,1/8/19 02:49,Calgary (Canada),AB,Unknown,2 minutes,Drone like UFO (No lights),1/11/19
,1/7/19 23:30,Poway,CA,Changing,30 minutes,Shape shifting flashing ufo knows we are watching it.,4/8/19
,1/7/19 21:19,Alexandria,VA,,,MADAR Node 141,1/11/19
,1/7/19 20:40,Oakland,CA,Light,13 Mins,Orb like shape changing light remaining at speed and altitude of plane 30 mins before landing.,1/17/19
,1/7/19 20:00,Blairstown,MO,Sphere,45 minutes +?,Red Orange Sphere in the western sky moving randomly for over 45-minutes.,1/11/19
,1/7/19 19:32,Hurricane,WV,Light,1 minute,"Unidentified Green Light Travels over Hurricane, WV.",1/11/19
,1/7/19 17:15,Queen Creek,AZ,Unknown,10 minutes,Lights high in sky above my flying machine (Paramotor).,1/11/19
,1/7/19 14:39,Honolulu,HI,Light,8 minutes,Light fluctuating in brightness and color off the coast of Hawaii Kai before it moved horizontally across sky. ((anonymous report)),1/11/19
,1/7/19 14:39,Honolulu,HI,Light,8 minutes,A bright light seemed to appear out of nowhere off the coast of Hawaii Kai on Oahu. ((anonymous report)),1/11/19
,1/6/19 23:40,Greenwich,CT,Circle,2 minutes,I saw a bright object hovering outside my window that moved in a fashion unlike anything else I've seen,1/11/19
,1/6/19 23:00,Point Blank,TX,Oval,All Night,"Repeated appearance Of Star-Like Object In The Sky East Of Houston, Texas. ((NUFORC Note: Possible sighting of Sirius?? PD))",2/1/19
,1/6/19 19:35,Alexandria,VA,,,MADAR Node 141,1/11/19
,1/6/19 19:00,Sacramento,CA,Sphere,3 seconds,Green lightning. ((anonymous report)),1/17/19
,1/6/19 17:00,Bristol County,VA,Other,11 minutes,VertIcal silver dumbell-shaped object photographed by witness. ((MUFON Report)),1/17/19
,1/6/19 16:40,Santa Fe,NM,Light,15 minutes,"Bright, flickering white light seen drifting through the sunless fog in mountains above Santa Fe.",1/11/19
,1/6/19 11:00,Grand Bassin (Reunion Island),,Oval,1 second,Yellow oval object found on photos.,4/8/19
,1/6/19 10:30,Chattanooga,TN,Other,5-7 seconds,"I was star gazing and saw a camouflage see through object, like looking at the stars through water, wth veiny blue lights like it veins",1/11/19
,1/6/19 09:15,Guanica to Hormigueros (Puerto Rico),,Other,25 minutes,"Large white, segmented object comprised of large egg-shape, smaller egg-shape, and two smaller spheres.",1/11/19
,1/6/19 07:00,Denver,CO,Cigar,20 seconds,"Cigar, no wings, tail, or lights moving from south to north.",1/11/19
,1/6/19 01:30,Orlando,FL,Light,20-30 minutes,last night at around 1:30 a.m. i went out side and saw something that could be a ufo in the sky that hovered in the same area for 20 to,1/11/19
,1/6/19 01:24,Largo,FL,,,MADAR Node 140,1/11/19
,1/6/19 00:00,Racine,WI,Diamond,20-30 seconds,"Racine, WI, lights that moved and copied the night sky in diamond formation.",1/11/19
,1/5/19 23:00,Spiceland,IN,Circle,3 seconds,"We saw a bright circle fly quickly through the air, and I witnessed it do a loop before taking off. ((anonymous report))",1/24/19
,1/5/19 20:30,Talbotton,GA,Circle,30 minutes,Disk shaped object observed for at least 30 minutes in the sky changing shapes and colors as it moved side to side and up and down.,1/11/19
,1/5/19 20:24,Port St. Lucie,FL,Light,20 seconds,10-15 lights.,1/11/19
,1/5/19 18:00,Paragould,AR,Other,Off and on for 2 hours,"There were loud booming noises that shook our house, but we were unable to tell the direction. ((anonymous report))",1/11/19
,1/5/19 16:00,Miami,FL,Sphere,1 minute,"Object description: sphere, color silver and shined downward in a strip of light. we were in a heavily populated area, bal harbour mia",1/11/19
,1/5/19 16:00,Miami,FL,Sphere,40 seconds,Sphere unknown objet flew under a plane in miami. ((anonymous report)),1/11/19
,1/5/19 15:20,Cincinnati,OH,Triangle,10 seconds,"Triangular craft, dim lights, traveling in straight line, low altitude, high velocity, silent - Cincinnati OH",1/11/19
,1/5/19 14:00,Detroit,MI,Flash,10 minutes,We witnessed 3 bright objects flying in a circular pattern which at first we thought were birds. ((anonymous report)),1/11/19
,1/5/19 14:00,Detroit,MI,Flash,10 minutes,We witnessed 3 bright objects flying in a circular pattern which at first we thought were birds. ((anonymous report)),1/17/19
,1/5/19 14:00,Detroit,MI,Flash,10 minutes,We witnessed 3 bright objects flying in a circular pattern which at first we thought were birds. ((anonymous report)),1/11/19
,1/5/19 10:30,Nashville,TN,Light,10 minutes,Watched a light move back and forth very quickly with no rhythm to it. Watched it for about 10 minutes. ((anonymous report)),1/11/19
,1/5/19 07:15,Richmond,KY,Circle,19 minutes,"Circular obj., bright white in color, observed hovering, darting in all directions, and blinking intermittently. ((anonymous report))",1/11/19
,1/5/19 01:30,Rumford,RI,Unknown,Constant,Located in the southern night sky is a total of four illuminated objects,1/11/19
,1/4/19 22:30,Statham,GA,Sphere,2 seconds,One deep blue and orange sphere moving at an arc downward.,1/11/19
,1/4/19 21:55,Gastonia,NC,Circle,15 minutes,Well over a hundred little blinking dots was heading South. They were in a scattered formation across the sky. They were fast.,1/11/19
,1/4/19 21:40,Alexandria,VA,,,MADAR Node 141,1/11/19
,1/4/19 20:38,Hillsboro,OR,Cylinder,10 seconds,I caught a bright white light move ahead above me super fast and it had a bright green neon underneath it. ((anonymous report)),1/11/19
,1/4/19 20:30,Palm Beach Gardens,FL,Circle,5 minutes,5-8 reddish orange balls/circles in night sky over Florida.,1/11/19
,1/4/19 20:00,Quitman,AR,Fireball,Hour so far,"3 green/blue/purple orbs standing still in the sky to the SE of Quitman, one slowly moving at times no wind. ((anonymous report))",1/11/19
,1/4/19 18:43,Kingdom City,MO,Light,Still occuring,"Northwest of Kingdom City, MO. ((anonymous report))",1/11/19
,1/4/19 12:00,Streator,IL,Sphere,1 minute,"Was driving S on rt. 23, when I observed a thick long cloud that was in front of the sun. Also noticed a metallic. ((anonymous rept.))",1/11/19
,1/4/19 07:15,Floweree (near),MT,Light,~15 minutes,"It was still dark out. Bright light hovering very low, sort of swaying. Took photos and later noticed 2 lights. Phone and car dimmed. L",1/24/19
,1/4/19 05:14,Herriman,UT,Light,7 hours,This one is one for the books,1/17/19
,1/4/19 05:00,Hamersville,OH,Light,20 minutes,Very close light right above Tree Line in backyard looked as if it was coming towards me then your stopped and moved back and forth sta,1/11/19
,1/4/19 05:00,Hamersville,OH,Light,20 minutes,Craft a scene over tree line off back porch very bright light look less if it was coming towards me and not and moved back and forth ve,1/11/19
,1/4/19 02:09,Spring Grove/Fox Lake,IL,Light,20 minutes,"Large Super Bright White Stationary Light, Stationary, Lakemoor, Spring Grove, Il. 2:09 AM - 2:30AM NW Sky.",1/11/19
,1/4/19 00:26,Austin,TX,Circle,10 minutes,Driving on rt 183 north west saw very very bright light in circle in night sky was clear sky jan 4 1226 am it was moving in same di,4/25/19
,1/4/19 00:15,St. Louis,MO,Rectangle,20 seconds,"One elongated, rectangular, drone-like UFO with red and green blinking lights traveling West well above the treeline.",1/4/19
,1/3/19 22:30,Omaha,NE,Light,30 minutes,Large bright object that was low on the horizon was pulsating in a stat. position steadily changing color.((NUFORC Note: Sirius? PD)),1/17/19
,1/3/19 21:30,Wichita,KS,Triangle,5 minutes,Triangular object glides over car while driving outside of town.,1/11/19
,1/3/19 20:30,Murfreesboro,TN,Disk,1 second,This sighting was in a church parking lot in Murfreesboro Tennessee Middle Tennessee I was walking my dog I was shooting some pictures,1/4/19
,1/3/19 20:00,Wadsworth,IL,Triangle,20 seconds,I looked up because my star gazer app alerted me that it was clear tonight. I was looking for a meteor shower and spotted (1) black t,1/4/19
,1/3/19 17:20,Easthampton,MA,Diamond,2 minutes,Bright white lights of a diamond shaped craft seen above Connecticut river on Easthampton/Northampton line (rt. 5).,1/4/19
,1/3/19 15:00,San Jose,CA,Oval,30 minutes,"Extremely slow large flying object San Jose, California. ((anonymous report))",1/4/19
,1/3/19 06:00,Lidgerwood,ND,Light,30 seconds,Flew quickly straight across sky from east to west.,1/4/19
,1/3/19 05:00,Rochester,NY,Light,1 hour,Usual bright star in the sky. ((NUFORC Note: Possible sighting of Venus?? PD)) ((anonymous report)),1/4/19
,1/3/19 04:35,Pacifica,CA,Circle,20 minutes,Bright orange/yellow sphere low on horizon sky/ocean at 4am off coast of California.,1/4/19
,1/3/19 02:45,Casa Grande,AZ,Unknown,5 minutes,Light panned across roofs too slow to be a meteor. No conventional aircraft lights or noise. ((anonymous report)),1/4/19
,1/3/19 01:30,Fort Wayne,IN,Unknown,10-15 minutes,Loud sound like you would hear in a moive,1/4/19
,1/2/19 19:45,Doncaster (South Yorkshire)(UK/England),,Circle,1 minute,Stationary bright round UAP that quickly increased in light intensity. Then quickly went dark. A few seconds later it lit up again for,2/7/19
,1/2/19 17:00,Wesley Chapel,FL,Changing,5 seconds,black changing shape during sunset,1/11/19
,1/2/19 11:30,Englewood,FL,Formation,1 minute,One formation of three white objects and another of four objects seen during the day at 500 to 1000 feet,1/11/19
,1/2/19 10:00,Mobile,AL,Triangle,Trianglular,"Hi,my name is Clint and was outside with a neighbor smoking some cigarettes sneezed a couple of times. ((anonymous report))",1/11/19
,1/2/19 05:32,Alexandria,VA,,,MADAR Node 141,1/11/19
,1/2/19 01:24,Largo,FL,,,MADAR Node 140,1/11/19
,1/1/19 22:54,Burlington,NJ,Light,5-10 minutes,"An orangey, yellowish, star burst kind of diamond light traveling from the northwestern to the Southeastern sky. WoW!",1/4/19
,1/1/19 22:44,Tigard,OR,Circle,7 secondss,"Circular disc red lights around perimeter, flashed white then red again.",1/11/19
,1/1/19 21:30,Dundee,OR,Light,10-15 minutes,Two round red lights in the night sky in Oregon.,1/4/19
,1/1/19 21:15,Nottingham,NH,Sphere,Many minutes,What first appeared to be a star makes irregular moves in the sky.,1/4/19
,1/1/19 20:45,Arroyo Grande,CA,Triangle,,There was a green red yellow triangle in the sky wants disappeared we went back to the house and there was a bruise on my arm,1/4/19
,1/1/19 20:30,Budapest (Hungary),,Disk,Instantaneous,Photo in Budapest on Jan 1 captured odd-shaped device.,3/14/19
,1/1/19 20:00,Baton Rouge,LA,Triangle,5 min,Three red stationary orbs. Couldn’t tell if connected to craft. I’d for several minutes until two airplanes and two helicopters came to,1/24/19
,1/1/19 19:30,Texas (southern),TX,Fireball,,"Heading S to N at 7:30 pm, was a orange obj. ~5k feet in the air. It was a orange fire ball. Not an a/c. ((anonymous report))",1/17/19
,1/1/19 13:00,Calgary (Canada),AB,Egg,7 minutes,White beam of light scanning me like a book during the day playing tennis with my daughter,4/25/19
,1/1/19 07:35,Bowden (Canada),AB,Oval,3 minutes,"My daughter called from Bowden, AB (we live in BC) a little while ago, saying she was shaken by what she had just seen. She sent a vide",1/4/19
,1/1/19 04:00,Kuwait,,Cylinder,20 seconds,This cylindrical shadow looks similar to a sighting reported about a &quot;Cylinder V Craft&quot; over Brazil on 16 December 2018,1/11/19
,1/1/19 04:00,Bryan,TX,Oval,60,"Leaving Bryan, Tx about 4 am, I saw this bright light appearing as if hanging from the moon. ((NUFORC Note: Planet. PD))",1/17/19
,1/1/19 02:25,Alexandria,VA,,,MADAR Node 141,1/11/19
,1/1/19 01:16,Indianapolis,IN,,,MADAR Node 07,1/11/19
,1/1/19 00:30,Lothian,MD,Fireball,30 seconds,Explosion and fireball experienced by entire community,1/11/19
,1/1/19 00:23,Boise,ID,Light,3 minutes,Upon looking up about 60° south I saw 6 red/orangish lights.,1/4/19
,1/1/19 00:04,Port Charlotte,FL,Circle,3 minutes,"Three Orange Reddish Balls Seen Over Port Charlotte, FL.",1/4/19
,1/1/19 00:03,Sarasota,FL,Egg,5 seconds,I was sitting outside with my mother and girlfriend on New Year’s Eve night. My mom kept saying my name and I was ignoring her because,1/24/19
,1/1/19 00:00,Hamilton,MT,Light,10 minutes,Observed 6 red lights spaced apart moving slowly across the valley until they each winked out. ((anonymous report)),1/11/19
,12/31/18 23:30,San Antonio,TX,Sphere,15 minutes,I saw fiery orange lights no sound flying at low altitude no noise they moved south then flanked back but they all flanked at the same,1/11/19
,12/31/18 23:00,Ponte Vedra,FL,Light,5 minutes,Green blinking lights zig zag in the sky Florida,1/4/19
,12/31/18 22:00,Spring,TX,,~15 minutes,Red/ Orange lights - spherical shape.,1/24/19
,12/31/18 21:47,Brandon,MS,Unknown,5 minutes,"2 strange formations of continuous red-orange, silent craft in the night sky.",1/4/19
,12/31/18 21:45,Kiawah Island,SC,Sphere,10 seconds,"On New Year’s Eve night on Kiawah Island, I caught a glimpse of a strange orange sphere moving quickly.

To explain it better, imagi",1/4/19
,12/31/18 21:41,Ormond Beach,FL,Fireball,20 seconds,Orange glowing object racing though the sky.,1/4/19
,12/31/18 21:25,Mt. View,HI,Circle,5 minutes,"Seemingly low-flying, and incandescent flying orb came from NW towards SE in very deliberate linear fashion at 9:25 p as I stood upon m",1/11/19
,12/31/18 20:55,Brookfield,IL,Oval,2 minutes,Flying red ball seemed to stop and then continue on. ((anonymous report)),1/4/19
,12/31/18 20:28,Kalaloch Campground,WA,Light,all night,Kalaloch Campground extremley bright lights on ocean horizon.,1/11/19
,12/31/18 20:15,East Haven,CT,Circle,20 seconds,Glowing round object descends from sky the shoots out of site.,1/4/19
,12/31/18 19:30,New Port Richey,FL,Unknown,10 minutes,Eight red/orange lights moving generally south to northerly direction. 2 stacked lead and the rest separated by a good distance from on,1/4/19
,12/31/18 06:45,Benicia,CA,Oval,30 seconds,Shining bright circle came from the top of the sky it went down towards earth then turned into an oval. ((anonymous report)),1/4/19
,12/30/18 22:10,South Enterprise (near),MS,Flash,2 minutes,"Light flashing at regular intervals, no seen source",1/4/19
,12/30/18 21:30,Spokane,WA,Circle,~1 minutes,"Moving circular white light/object slows down, merges with second, smaller light, combined object turns 90 degrees, and disappears.",1/11/19
,12/30/18 20:30,Titusville,FL,Light,5 minutes,10-12 orange lights seen at night on 95 South in Titusville. Within about 5 minutes they changed formation 3 times before disappearing.,1/4/19
,12/30/18 18:00,Lodi,OH,Light,1 hour,A star with flashing colored lights moving erratically,1/4/19
,12/30/18 18:00,Spokane,WA,Fireball,10 minutes,Numerous objects flying NW to SE over Spokane County,1/4/19
,12/30/18 18:00,Spokane,WA,Circle,20 minutes,"They were orange, they made no sound. They came from the northwest and traveled to the southeast direction. ((anonymous report))",1/4/19
,12/30/18 15:30,Miami,FL,Disk,15 minutes,"((NUFORC Note: Witness provides no data, and elects to remain anonymous. PD))",1/4/19
,12/30/18 12:25,New London,IA,,,MADAR Node 99,1/4/19
,12/30/18 05:00,Port Perry (Canada),ON,Light,45 minutes,Very Low Bright Intense White Light Triangle Shape. ((NUFORC Note: Possible star or planet?? PD)),1/4/19
,12/30/18 00:00,Pensacola,FL,Changing,7 hours,Alien beings just outside my window. Put up a screen like cloth to cloak themselves and there craft. I could see through it and have m.,1/4/19
,12/29/18 23:08,Sugar Grove,IL,Light,My whole drive home,Sriving home when I noticed in the sky there was a big bright shaped sphere of light in the middle of the dark sky.,1/4/19
,12/29/18 20:30,Porstmouth,VA,Unknown,15 minutes,Three stationary lights clumped together.,1/4/19
,12/29/18 20:20,M1 southbound near j8,,Light,40 seconds,Bright light appeared. We thought it was an aeroplane but because it was so bright and moved so fast we knew it couldn’t be.,1/4/19
,12/29/18 18:00,West Hartford,CT,Sphere,4 seconds,A small orange reddish ball rose from the ground Pass three sets of windows Ascending higher and out of sight. ((anonymous report)),1/4/19
,12/29/18 17:46,Ojai,CA,Oval,1 second,Bright green object (ball with tail) fell fast from the sky.,1/4/19
,12/29/18 17:00,New Haven,CT,Disk,3 minutes,A metallic saucer shaped craft flew diagonally from the top of Heroes Tunnel in New Haven up about 500 ft to the right. It was the size,1/4/19
,12/29/18 15:15,Bizerte (Tunisia),YT,Unknown,3 minutes,Was not visible to the naked eye only after reviewing our photos we had noticed the strange object following us for three minutes. We c,1/4/19
,12/29/18 00:29,Sanger,TX,Changing,10 minutes,We saw a bright feiry object in the sky that changed shape frequently and had smaller objects fly up towards it.,1/4/19
,12/28/18 21:05,Barboursville,WV,Sphere,15 minutes,Two objects appear to merge then shoot out blue light.,1/4/19
,12/28/18 21:04,Webster,NY,Teardrop,3 seconds,"((NUFORC Note: Source, who remains anonymous, fails to provide any information about the alleged sighting incident. PD))",1/4/19
,12/28/18 21:00,Bozeman,MT,Light,40 seconds,"Was taking out the trash, looked up and saw 4 bright red/orange lights. I'm not wearing glasses so the lights appeared to me very big.",1/4/19
,12/28/18 18:38,San Simeon,CA,Light,5 minutes,A bright orange light was seen over the Santa Lucia Mountains to the north of Hearst Castle.,1/4/19
,12/28/18 02:00,Pierceton,IN,Oval,2 minutes,"While taking pics of the Moon, I saw a bright oval-ish shape moving sparatically from ground level to horizon level in front of my sigh",1/4/19
,12/27/18 18:49,Indianapolis,IN,,,MADAR Node 07,1/4/19
,12/27/18 11:49,New London,CT,,,MADAR Node 99,1/4/19
,12/26/18 22:30,Dunkirk,MD,Oval,5 seconds,Round UFO in the distant sky hovering then dropped straight down behind the tree line at incredible speed. ((anonymous report)),1/4/19
,12/26/18 22:00,Lexington,NC,Circle,2 seconds,Glowing circular object with dark blue ring falling from the sky,1/4/19
,12/26/18 21:20,Clay City,KY,Triangle,1:29,I recorded an event of white blinking lights in the shape of a triangle.,1/4/19
,12/26/18 19:53,Salisbury,NC,Sphere,3 minutes,3 fiery crimson orbs at low altitude. ((anonymous report)),1/11/19
,12/26/18 19:45,"Fishkill (on I-84, eastbound; just past)",NY,Disk,0:45,"Large disk or saucer-shaped object with yellow and red blinking lights, rotating around its perimeter",1/4/19
,12/26/18 18:00,Memphis,TN,Other,90 seconds,I was driving down interstate 40 towards appling hwy64 and saw a boomerang shaped disc with one light moved fairly fast then disappeare,1/4/19
,12/26/18 02:35,Clover,SC,Flash,5 seconds,Bright boomerang shaped object caused corneal burns,1/4/19
,12/25/18 23:00,Morristown,TN,Triangle,5 minutes,An acquaintance & his family witness 12 triangular UFO's hover over the land they live on. ((anonymous report)),1/11/19
,12/25/18 21:00,Saint Louis Park,MN,Light,21:00,"7-8 light floating up in western skies around 9:00 pm.

1 by 1 it rise up and seems to be coming towards my way but then once they we",1/4/19
,12/25/18 21:00,Casco,ME,Circle,Ongoing,"Flashing, Hovering Craft Seen for A Long Period of time in Casco, Maine. ((NUFORC Note: Sighting of Sirius?? PD))",1/4/19
,12/25/18 14:13,Richland,WA,Cylinder,3 hours,I was driving to a local winery for a get together and saw 3 cylinder like objects ahead of me. They grew closer and closer to me the m,1/4/19
,12/25/18 13:04,Pinellas Park,FL,,,MADAR Node 135,1/4/19
,12/25/18 11:29,Brook Park,OH,,,MADAR Node 04,1/4/19
,12/25/18 06:18,Saugus,MA,Chevron,4 seconds,Through binoculars viewing the ISS flyover which was traveling ENE a dark shadowy shield possible triangular grey object crossed it's,1/4/19
,12/25/18 01:00,Miamisburg,OH,Fireball,00:07,Strange fireball object that never burned out.,1/4/19
,12/24/18 23:24,Seymour/Woodbridge line (route 67 coming from off of route 8,CT,Fireball,~20 minutes,"Entire family, including cars behind us (some pulled over to watch), observed 4 extremely bright red/orange spheres. ((anonymous))",1/4/19
,12/24/18 22:32,Weymouth,MA,Circle,30 seconds,"5 red circular orbs, traveling equidistant from each other.",1/4/19
,12/24/18 22:30,Bristol,TN,Light,1 hour,"Saw 7 dim lights flying over Bristol TN very high up. Flew in formation, except the center light which occasionally left and returned.",1/4/19
,12/24/18 22:30,Lenoir,NC,Light,Ongoing,Blinking lights have been appearing and hovering over the blue ridge mountains. ((anonymous reports)),1/4/19
,12/24/18 21:30,Southbury,CT,Light,3 seconds,Bright light sparked across the sky and disappeared.,1/4/19
,12/24/18 21:15,Braselton,GA,Fireball,45 seconds,"15 plus red fireballs following each other, similar looking to single afterburners?, all in a row ... no noise. ((anonymous reports))",1/4/19
,12/24/18 20:55,Bettendorf,IA,Light,2 minutes,facing East I saw an large orange light (I thought it was medivac hel.) no sound. I called my sister to look out. phone 20:55 call last,1/4/19
,12/24/18 18:35,Riverton,WY,Formation,6 minutes,7 lights in motion; not aircraft.,1/4/19
,12/24/18 17:40,Great Falls,MT,Light,5 minutes,6 bright lights in a diagonal line. ((anonymous reports)),1/4/19
,12/24/18 05:48,Stirling (UK/Scotland),,Circle,21 minutes,I was out early morning on Christmas Eve i walked down to the fence of the Lade and i had turned back as the gate stopped me from going,4/8/19
,12/24/18 01:00,Midville,GA,Unknown,5-10 minutes,My family and I just wittnesed about 50 or more objects flying thru the air. They were very unusual. ((anonymous reports)),1/4/19
,12/24/18 00:02,Delran,NJ,Light,1.2 seconds,Captured on my home security camera. ((,1/4/19
,12/23/18 20:00,Montague,MA,Cone,3-5 minutes,Slow-moving orange ball of light observed by 2 adults,1/4/19
,12/23/18 18:00,Corona,CA,Egg,1 minute,Looked up and saw 2 dark shape disc like oval with 4 green lights on each disc being escorted by a loud chopper. ((anonymous report)),1/17/19
,12/23/18 09:09,Lenoir,NC,Light,Ongoing,Bright blinking lights hovering over the blue ridge mtns. Not the first time. They do not appear every night. ((anonymous reports)),1/4/19
,12/23/18 01:00,Kentfield,CA,Oval,8 minutes,"Oblong aircraft, very strange loud noise with flashing green and colored lights.",1/4/19
,12/22/18 22:00,Middletown,CT,Unknown,15-20 minutes,Numerous high altitude fast moving lights in formation.,1/4/19
,12/22/18 18:30,Tarboro,NC,Sphere,5 minutes,Large group of orange orbs.,1/4/19
,12/22/18 14:30,Attleboro,MA,Sphere,1 minutes,Reflective sphere flew overhead without noise and flew away at a high rate of speed.,1/4/19
,12/22/18 12:09,Montclair,NJ,Triangle,12:12,"Driving on the road we noticed something that was hovering , bright three lights at each corner with lights in the middle and a red bli",1/4/19
,12/22/18 09:30,Pinellas Park,FL,,,MADAR Node 135,1/4/19
,12/22/18 08:05,Coral Springs,FL,Light,3 minutes,4 orange spheres moving in formation. ((anonymous reports)),1/4/19
,12/22/18 06:45,Spirit lake,ID,Light,25 minutes,Jagged movement up and down dissapeared after 25 minutes flew up light faded. At one point the light was brighter and it looked like a,1/4/19
,12/22/18 06:40,Caryville,TN,Circle,5 minutes,"Myself and my 2 daughters had walked out to leave, i looked at the mountians behind our house and saw the edge of the mountian was lite",1/4/19
,12/22/18 00:09,Union City,TN,Circle,7-10 minutes,This particular siding is not all that exotic. I am mainly submitting this report to see if there are any others that might corroborat,1/4/19
,12/21/18 23:57,Rowley,MA,Triangle,2 minutes,"Just saw a very large triangular craft flying extremely low above my house, which is located in a wooded area. Craft had lights at each",1/4/19
,12/21/18 22:15,New Denver (Canada),BC,Circle,20 minutes,"A red glowing circle was sited above the top of a mountain, just N of the New Denver Glacier in the W Kootenays.",1/4/19
,12/21/18 21:50,Pleasant Hill,MO,Rectangle,2-3 minutes,"Rectangular object, fades away into space.",1/4/19
,12/21/18 09:10,Nashville,TN,Other,10 minutes,Several small or one massive craft. Reminded of story of the ACTUAL Phoenix lights. ((anonymous reports)),1/4/19
,12/21/18 04:49,Newington,CT,,,MADAR Node 106,1/4/19
,12/21/18 02:20,Perth (Western Australia),WA,Changing,5.12 minutes,((NUFORC Note: Witness provides no information. PD)),1/4/19
,12/20/18 20:45,Tonganoxie,KS,Triangle,10 minutes,Saw a triangular aircraft hovering at night near the tonganoxie I-70 exit. ((anonymous reports)),1/4/19
,12/20/18 17:30,London (UK/England),,Light,30 seconds,Static green light dropped vertically changer to red held static again and dropped vertically agagain,1/4/19
,12/20/18 04:30,Kingman,AZ,Circle,60 minutes,"Round, flashing multi-colors, hovering than moving in different directions. ((NUFORC Note: Star or planet?? PD))",1/4/19
,12/20/18 03:48,Maracanaú (Ceara)(Brazil),,Unknown,14 seconds,Simplesmente incrível.,1/4/19
,12/19/18 22:33,Newington,CT,,,MADAR Node 106,1/4/19
,12/19/18 21:30,Estelline,TX,Light,10 minutes,Fleet of lights going against wind in Estelline Texas,1/4/19
,12/19/18 21:00,Miami,FL,Light,15 minutes,"During my nightly ritual of looking up stars with an app called Star Walk I noticed 2 very odd lights, very high up, apprx 50k-75k ft.",1/4/19
,12/19/18 20:15,Anaheim,CA,Unknown,20 seconds,12/19/2018 Anaheim Ca 20 seconds 2 red lights with helicopter chasing moving very fast. seen by 4 people 12/20/2018,1/4/19
,12/19/18 18:00,Oakwood,GA,Formation,3-5 minutes,My girl friend and i seen this bright light in the sky on way back home. ((anonymous report)),1/4/19
,12/19/18 17:41,Cotati,CA,Light,10 minutes,"Strange light streak over Cotati, CA. ((NUFORC Note: Smokey trail appears to be from a missile launch. PD))",1/4/19
,12/19/18 14:00,Poway,CA,Cylinder,20 minutes,Metallic cylindrical shape object.,1/4/19
